Wavelength	Smoothed_1	Smoothed_2	Smoothed_3	Smoothed_4	Smoothed_5	Smoothed_6	Smoothed_7	Smoothed_8	Smoothed_9	Smoothed_10	Smoothed_11	Smoothed_12	Smoothed_13	Smoothed_14	Smoothed_15	Smoothed_16	Smoothed_17	Smoothed_18	Smoothed_19	Smoothed_20
475.000000	3.999664	3.211357	6.593252	1.832266	2.479224	3.163503	2.349070	-0.382811	4.906860	10.133154	1.968573	9.471119	9.485434	2.117280	2.041587	3.725112	4.680699	2.928448	2.082133	4.467203
476.000000	3.357070	2.751573	2.805378	1.200469	5.446350	1.909084	2.342049	1.536552	3.706413	6.884979	3.178357	7.022972	5.470399	3.053140	1.926490	3.840818	2.435399	4.094867	2.206944	1.712986
477.000000	3.098324	2.324699	0.899909	1.236916	6.716117	1.261890	2.526897	2.566168	3.219277	4.643205	3.540622	5.240357	3.120660	3.623033	1.896555	3.779420	1.240277	4.641904	2.112797	0.433970
478.000000	3.146200	1.952132	0.446650	1.749734	6.691915	1.080587	2.837197	2.942218	3.250211	3.234456	3.323522	4.038509	2.096118	3.874365	1.924041	3.612550	0.906682	4.719296	1.890783	0.285350
479.000000	3.423473	1.655268	1.015406	2.547049	5.777135	1.223839	3.206529	2.900886	3.603970	2.485354	2.795207	3.332667	2.056674	3.854543	1.981205	3.411844	1.245958	4.476779	1.631993	0.922322
480.000000	3.852916	1.455506	2.175979	3.436986	4.375168	1.550310	3.568476	2.678354	4.085310	2.222524	2.223830	3.038065	2.662228	3.610974	2.040305	3.248935	2.069452	4.064089	1.427517	2.000082
481.000000	4.694308	1.836678	3.233368	3.943641	3.520963	1.940622	3.266998	3.291368	3.994401	2.647828	2.409445	3.219466	3.035613	2.905133	2.120329	3.731772	3.689361	4.270156	1.506030	2.717536
482.000000	4.689914	1.627837	3.705765	4.202280	2.674774	1.601751	3.911086	3.679152	3.761212	2.245030	3.336774	2.743263	3.897592	2.253366	1.846960	3.985965	4.284601	3.709359	1.740625	3.166858
483.000000	4.827918	1.039308	3.698033	4.214772	2.322699	1.868142	4.010359	3.183590	3.898981	1.970786	4.234571	3.676762	4.961865	2.302494	1.794205	3.594508	4.756804	3.084464	2.261713	4.059350
484.000000	4.335138	1.461690	3.440186	3.832133	2.041343	1.981371	3.947448	4.308653	4.142606	2.069198	4.607702	4.440676	4.996855	2.382921	1.883909	4.049953	5.072366	2.755832	3.160354	3.894657
485.000000	4.271699	2.013033	2.609690	2.767618	2.962233	1.587443	4.074492	4.661047	3.646186	2.459240	4.589965	5.079608	4.968198	2.368145	1.943986	4.482336	5.249429	3.835510	3.466396	4.587939
486.000000	4.224837	3.010592	2.457021	2.350429	3.894865	2.317543	3.576816	4.806476	2.813830	2.081979	5.168564	5.897266	5.312117	3.222723	1.820179	4.434800	4.475301	3.509541	3.488881	3.922443
487.000000	4.334907	3.536112	1.845100	2.575408	4.177825	2.314809	3.929343	5.004438	3.021119	2.309149	4.695196	5.876811	5.203979	4.277389	2.458814	4.260233	3.491100	3.006485	3.237828	4.444280
488.000000	4.314014	3.428434	1.691499	2.909664	4.094098	3.147793	3.811205	4.900897	3.607145	3.379494	4.296303	5.506198	4.681814	4.998960	3.660874	4.447490	3.658305	3.663333	2.807800	4.425545
489.000000	4.251471	3.445599	3.050172	2.609035	3.852193	3.645436	3.762436	4.084935	3.770172	3.903562	3.911238	6.169357	5.065869	4.830650	4.047303	3.002033	4.023186	3.837965	2.778196	4.614210
490.000000	4.490634	3.391914	3.856797	2.851748	2.150277	4.379585	3.541221	4.386816	3.905527	4.030424	2.767459	6.542953	4.040068	4.151401	4.441753	2.195786	4.674809	4.842315	2.680932	4.944578
