Wavelength	Smoothed_1	Smoothed_2	Smoothed_3	Smoothed_4	Smoothed_5	Smoothed_6	Smoothed_7	Smoothed_8	Smoothed_9	Smoothed_10	Smoothed_11	Smoothed_12	Smoothed_13	Smoothed_14	Smoothed_15	Smoothed_16	Smoothed_17	Smoothed_18	Smoothed_19	Smoothed_20
475.000000	45.059790	37.030909	35.040559	41.048042	33.986993	32.314755	37.504126	33.996713	38.613706	37.869650	33.531748	39.443497	38.550699	43.002797	34.000420	36.130490	35.873566	34.660420	30.905734	37.992797
476.000000	41.359231	38.028112	37.424266	40.029580	36.160839	36.264266	36.723147	35.320979	38.018252	37.297273	35.406364	39.527762	36.576434	40.571818	36.507622	36.949510	35.966434	37.473147	33.866853	37.394965
477.000000	39.517576	39.233660	39.266131	39.552797	38.065944	39.151259	37.144802	36.601818	38.378648	37.222098	37.142844	39.910373	36.589720	39.362914	38.331305	38.380862	36.447669	39.355828	36.420280	37.518228
478.000000	39.230443	40.666876	40.771469	39.633601	39.835956	41.250886	38.537890	37.946585	39.510361	37.698811	38.827156	40.637086	38.156410	39.233753	39.725105	40.296375	37.358613	40.627016	38.694755	38.295221
479.000000	40.193450	42.347086	42.145594	40.287902	41.604522	42.838298	40.671212	39.462634	41.228858	38.782098	40.545268	41.753660	40.842354	40.042005	40.942657	42.567879	38.740606	41.605268	40.819021	39.658578
480.000000	42.102214	44.293613	43.593823	41.531608	43.505291	44.188648	43.313566	41.257319	43.349604	40.526643	42.383147	43.305851	44.213403	41.645338	42.237599	45.067203	40.634988	42.609138	42.921818	41.540932
481.000000	44.694825	46.857716	45.371958	43.451515	46.001422	45.360536	45.285571	44.170699	45.366340	43.566970	44.315221	45.790746	47.240373	43.851119	44.509207	47.142797	44.034709	44.002378	45.160862	43.988765
482.000000	47.092051	49.125315	48.047949	45.894033	48.643683	47.364382	48.751469	46.754499	47.358741	46.982471	46.896550	48.483403	50.238228	46.543823	46.658159	49.709510	46.046434	46.595804	48.408112	46.382704
483.000000	49.276480	51.664219	50.834172	49.276434	51.780979	50.310653	52.163497	49.062494	50.057436	50.258275	50.342587	51.194942	52.940466	49.718718	49.465991	52.692051	49.394382	50.386573	50.793193	49.144988
484.000000	52.663217	54.322308	54.870513	52.452308	55.032844	53.359837	54.941142	52.007296	52.398904	53.950699	52.889021	54.288042	55.236177	52.958834	53.441305	55.385664	52.955897	54.677576	53.478811	53.435221
485.000000	56.432867	57.552448	59.808275	56.865152	58.569534	57.521841	57.969184	55.538065	55.084988	58.376573	56.636457	58.936923	58.206830	56.816783	57.357786	58.288462	57.528252	58.370723	56.291841	57.315594
486.000000	61.167343	61.085874	62.862587	61.615478	62.791538	61.559720	60.676527	59.735245	59.614615	62.819091	60.161445	63.027319	61.523590	60.526620	60.896270	63.201002	61.361235	61.884895	60.462331	60.978904
487.000000	65.314685	64.669953	67.032541	66.598788	66.847366	66.204476	63.967296	63.937925	64.490699	67.556550	64.274312	66.287179	65.525944	64.700070	65.757040	67.130140	64.831469	65.103893	64.115921	64.342914
488.000000	70.806923	68.909021	71.502098	71.127972	70.358275	70.003030	67.923403	68.622378	69.771772	71.939044	67.816923	70.386807	69.663963	69.005455	69.769347	71.041142	69.294592	67.925455	68.536037	68.540210
489.000000	75.625152	73.769860	75.686387	75.718904	74.670186	74.111026	72.149068	72.750583	74.886340	75.962424	72.787739	74.682214	73.980653	74.629837	73.863683	75.095012	73.331189	72.331655	73.143869	73.237040
490.000000	80.830909	79.406014	80.032075	79.788485	78.913916	78.340676	76.813147	77.675082	78.838695	80.373846	76.582681	78.180979	79.502914	79.634709	78.634009	80.085012	77.972261	76.344149	77.286061	77.733800
491.000000	85.300140	85.499837	84.711072	85.489044	82.987249	83.581748	81.739697	83.089277	82.839441	85.374732	81.937016	83.325431	84.390979	84.406084	83.517762	84.438298	83.017669	81.455548	82.657879	82.206923
492.000000	89.743566	90.538555	88.582704	90.536900	88.640396	87.899650	87.500326	88.249021	87.407319	89.700093	87.250769	87.322471	88.791725	89.567716	88.191235	89.866783	87.108392	87.315408	88.255012	86.519441
493.000000	94.116597	96.255944	92.942098	96.014103	93.466923	92.977179	94.053100	93.588182	91.671911	92.756270	93.182821	91.778392	92.667459	94.511678	92.959068	94.446457	91.598135	92.322634	92.736807	92.107319
494.000000	99.389790	101.653893	98.544545	101.613636	98.555571	98.431235	99.767296	98.807529	96.067110	97.147855	98.439091	97.375035	97.208648	99.395035	98.065571	98.937972	96.141911	96.954242	96.576131	97.982751
495.000000	104.633520	106.459231	104.837319	106.683450	104.842145	103.918252	106.365385	103.872028	100.542168	102.553939	103.691282	104.087389	102.454336	103.896014	102.484895	103.227692	101.393124	102.188951	101.271235	101.729091
496.000000	109.928765	112.597576	108.973986	111.888368	110.668368	109.174802	111.745781	108.870583	106.412494	107.966480	108.121422	107.660070	107.651702	107.607855	107.235594	108.223030	106.959394	106.732751	106.689254	106.408601
497.000000	113.925361	117.765781	113.931469	115.278951	115.911678	114.897552	116.613520	113.897646	110.864126	113.693473	112.872937	111.925641	112.132494	111.779441	112.791119	112.398951	112.659207	111.424872	110.078159	110.958392
498.000000	119.837995	122.436737	118.633427	118.180140	121.167902	118.758252	120.062005	118.245035	116.549953	118.290070	116.663566	117.036760	116.390909	116.219557	116.666946	116.787692	118.359021	114.940816	114.868904	115.394918
499.000000	124.580932	127.806061	123.521026	121.325175	126.134312	123.542611	123.368998	122.596457	121.822284	122.376224	121.965828	120.878974	120.790443	122.563124	121.513333	121.051748	122.902844	119.119441	119.362005	120.117296
500.000000	129.373193	132.286480	127.759441	124.026807	130.240326	127.909324	128.133100	126.155245	126.806527	127.763636	126.135897	123.732401	125.927972	126.973660	126.476457	126.825874	126.772494	123.654545	123.616783	123.965734
501.000000	134.030303	137.441958	132.365268	129.835431	134.851515	131.687413	132.598368	129.523776	131.644522	133.286247	131.533566	127.108159	129.604662	130.713753	131.257809	133.372028	129.961072	127.822844	128.553846	127.397669
502.000000	138.493007	140.732634	135.269697	134.565967	138.914918	135.688112	137.154079	131.950350	135.097436	136.502564	136.164569	129.937762	133.120047	134.884848	135.205594	137.921445	133.409091	130.650350	133.250583	131.054312
503.000000	142.131469	143.079021	139.053846	139.436597	141.744755	139.473193	141.604196	134.954779	138.682284	138.337995	140.560839	133.023776	135.751748	139.081352	138.080653	140.941026	135.420047	132.815851	136.183450	133.958508
504.000000	144.630769	144.475991	143.174126	144.261072	144.033333	142.610723	144.482284	136.376457	141.651049	141.031935	143.830536	137.172028	140.346853	142.303497	141.694406	143.692541	138.267133	136.568998	138.873427	136.685548
