Wavelength	Smoothed_1	Smoothed_2	Smoothed_3	Smoothed_4	Smoothed_5	Smoothed_6	Smoothed_7	Smoothed_8	Smoothed_9	Smoothed_10	Smoothed_11	Smoothed_12	Smoothed_13	Smoothed_14	Smoothed_15	Smoothed_16	Smoothed_17	Smoothed_18	Smoothed_19	Smoothed_20	Smoothed_21	Smoothed_22	Smoothed_23	Smoothed_24	Smoothed_25	Smoothed_26	Smoothed_27	Smoothed_28	Smoothed_29	Smoothed_30
565.000000	498.666667	483.837529	494.636830	488.220280	488.136597	480.670862	487.231002	483.785082	492.569697	474.020513	473.268998	473.799534	477.514219	474.219580	487.400000	479.171329	469.797203	474.465501	468.618648	483.109790	473.941492	461.632401	467.352914	455.356410	474.495338	457.423077	466.924009	463.911888	472.813054	444.719114
566.000000	505.073427	484.023077	487.310490	492.805128	489.183683	481.048718	482.650816	485.561538	496.384615	481.508392	473.366667	477.335897	476.177622	472.408625	481.446853	475.266434	473.978322	469.887179	482.210256	486.548252	478.998135	467.565734	475.153613	458.003497	481.638695	458.387646	471.871795	468.072960	473.592774	449.950117
567.000000	513.375524	486.317949	491.930769	496.158042	495.766200	478.777855	488.409324	487.635198	499.868298	485.589044	478.050583	480.972261	479.907226	476.998601	483.977622	476.480420	478.304429	467.526107	489.703030	491.180886	478.355012	473.156177	481.696037	459.846853	482.846154	465.106061	477.518648	472.805361	479.839161	457.770629
568.000000	514.620979	489.919347	488.785548	501.560140	498.803263	477.796270	492.945921	489.975058	503.303497	488.604662	483.298135	486.491375	480.803963	477.120047	488.621445	476.135664	481.727506	469.657809	493.827972	493.876923	482.683916	475.955012	490.048718	466.104196	491.126107	475.626573	478.205594	480.235198	481.354779	464.975524
569.000000	517.547086	495.701865	494.127506	506.893473	499.490909	483.272261	496.622611	494.144988	503.967832	492.326573	493.714452	490.268065	481.606294	468.477156	489.210023	480.791375	486.974359	477.752914	497.579720	500.159674	482.044755	469.068531	495.799301	474.086713	492.485548	486.101632	484.158275	489.483450	482.626573	474.460839
570.000000	520.904895	502.103497	500.780653	513.914918	504.039161	496.141026	501.327739	498.467599	506.845455	493.587646	504.698368	494.997669	490.928438	468.989044	489.998135	485.584149	488.287879	487.606294	496.232634	502.711189	487.282517	476.116550	501.046620	482.534499	493.724476	495.766900	492.204196	495.212121	489.393007	487.443357
571.000000	518.841026	514.025408	508.503030	515.468298	510.911888	507.644289	505.355012	501.423077	508.375291	498.256876	515.766667	495.858508	500.494172	474.917949	498.631235	499.486014	491.531469	495.999534	501.309091	510.494872	493.643357	489.465501	509.510023	492.048252	493.882984	502.383683	501.559207	496.788811	494.046387	493.386946
572.000000	522.138228	526.619580	513.145221	515.099767	516.514918	519.055012	508.422378	509.902098	516.980653	503.257809	523.176923	497.900699	504.700699	480.805828	508.122611	513.170629	496.780420	507.165967	508.670396	519.552448	503.628205	498.451748	509.059207	498.692774	497.355944	508.573427	504.203030	494.707925	501.552914	499.139394
573.000000	519.522145	538.535897	523.293706	520.776690	514.725175	529.470163	511.283217	517.359441	516.533800	507.051748	527.019580	503.194872	508.140093	495.504662	518.688578	524.299767	505.203030	515.482051	518.684382	524.948951	512.639627	513.597203	509.088345	506.661072	500.227739	510.693007	506.112587	497.012821	512.150117	504.398368
574.000000	523.220047	553.167832	531.390210	527.727972	516.151282	539.369697	515.526573	532.467133	519.819814	509.810023	531.975291	513.627739	522.337762	512.826807	525.573893	535.385548	513.584382	520.341958	524.245455	530.441026	524.282984	530.240326	514.090210	519.709790	510.812121	517.939627	510.731235	501.889977	518.614918	513.168531
575.000000	528.678788	554.179021	542.555478	538.920280	524.137762	543.447552	525.784848	546.616317	526.902331	520.626807	531.173427	520.541958	531.303730	526.376224	534.778555	534.739860	522.820979	522.151981	536.398135	533.182984	534.921212	543.792541	519.987646	533.590210	520.844988	527.403963	521.538928	508.476923	527.750117	521.565268
576.000000	536.357110	565.888578	546.086713	545.679953	540.007692	553.612354	535.123776	560.063403	537.423543	535.589277	540.500466	531.680653	542.037529	541.932168	542.635431	534.993007	531.671096	529.789510	547.455245	532.826573	546.932867	550.757809	532.855711	546.461772	527.331002	531.593473	539.972494	517.939627	540.838228	533.829138
577.000000	548.524242	573.667599	557.431702	558.851748	552.829138	560.717016	554.854312	565.595804	550.919814	548.933333	546.998368	543.494406	555.713520	556.385781	559.650583	545.414918	540.906527	540.044755	556.063170	538.975524	555.525641	557.280886	547.515385	562.619114	543.772261	541.796270	557.796503	531.159674	550.821212	546.007459
578.000000	556.056410	579.145921	568.933100	569.502098	565.411888	568.659441	566.693473	577.591841	565.021212	557.241492	556.516084	556.923776	566.713986	570.472494	568.625175	558.393706	554.109790	556.416084	564.289044	553.114219	566.989744	565.078788	569.176457	579.366667	560.728904	553.708625	570.383450	546.794406	563.495105	556.401399
579.000000	575.947086	591.512587	578.969231	580.573660	580.698368	577.843823	580.221678	584.989977	574.593007	567.182517	566.503030	566.605361	580.814685	579.822145	578.136131	572.565734	566.161072	574.496503	570.616550	567.711655	576.206294	571.006294	585.713520	590.736131	573.373893	564.657809	583.487879	557.223310	570.262937	572.788578
580.000000	594.080420	603.520746	588.806527	589.962005	601.883916	593.470862	592.495338	589.891142	588.466200	581.406760	581.555012	575.563170	588.698368	587.860373	589.854079	579.147319	579.228671	593.618881	579.837762	581.290443	588.145455	584.475758	602.425641	600.093007	587.182751	581.180653	600.571329	575.206527	585.333333	584.853147
581.000000	608.442890	614.558974	601.412354	598.569697	620.539627	606.482284	605.561072	593.162937	600.497436	597.689510	599.004196	590.124242	600.285548	604.127040	606.231235	587.131935	594.677622	610.965967	592.584149	595.984848	597.863636	598.816084	620.862005	611.332168	597.798834	597.794172	615.582984	590.854312	595.008392	600.723310
582.000000	621.360373	624.250117	614.308159	615.158741	635.861072	616.731935	615.999767	598.617249	612.467366	611.037762	615.427739	611.442424	604.622611	615.374126	621.558042	594.188345	608.420280	625.999068	603.028205	613.963170	603.085548	611.742424	628.996970	617.801399	614.484382	612.968531	622.150816	607.501166	607.259674	615.231469
583.000000	639.937063	638.781119	625.330070	632.708392	639.311888	629.252914	627.722378	610.447786	618.027972	629.183683	632.935897	636.685781	612.945921	631.913287	635.095338	603.489510	626.151515	635.763170	615.877622	625.446853	617.678089	628.162704	638.473893	627.041958	626.611888	628.906527	633.393007	627.851748	616.513054	624.818415
584.000000	655.506061	657.692541	642.219580	646.953147	650.933566	638.575291	637.129604	619.204895	633.699068	645.334499	646.450816	654.546387	630.300000	643.228671	650.775991	612.522145	643.534732	650.880653	628.632401	642.975524	636.845455	644.270396	651.548019	639.748951	641.657110	644.346853	644.724009	646.576690	618.770629	640.452448
585.000000	668.730536	667.702564	660.478322	666.662471	665.637995	648.390676	641.909790	635.027273	649.916783	665.446154	657.214452	674.158741	649.230303	659.311189	669.436364	622.911888	664.994639	659.504429	646.715618	663.155012	653.894639	650.806061	659.556177	651.303263	654.413054	655.930769	658.748718	665.893939	641.319580	654.031235
586.000000	677.962238	687.724009	672.975291	676.945921	672.492308	657.641026	652.974126	653.063403	671.139860	678.971096	675.902564	694.396503	671.507226	667.231002	683.355711	635.349184	679.254079	671.818415	661.697902	678.176457	664.793473	661.056177	669.889977	662.283916	662.165501	665.241259	671.189744	682.615851	663.335431	670.386480
587.000000	681.818415	699.774359	688.720979	698.337529	675.010490	675.080186	672.437063	672.109324	689.324942	689.680886	692.113753	703.538228	690.015385	674.927040	698.996970	660.281119	692.260839	686.181818	681.825641	693.410256	681.545455	676.264336	682.948718	683.810023	675.528671	677.495571	677.714685	691.273893	680.788345	686.838228
588.000000	694.442890	712.152214	711.505361	710.165035	687.428671	688.874825	685.202797	697.303730	701.569697	700.806993	704.493007	713.948485	708.700466	692.463403	711.773893	685.282051	705.428904	700.312121	701.349417	708.810723	696.124009	701.034965	693.045921	701.929138	687.044289	692.121445	687.744289	700.889744	701.882984	703.596503
589.000000	715.836830	725.540793	726.667366	722.168998	704.631002	707.029138	705.097436	716.720047	719.829837	709.580653	714.904196	725.426573	728.458741	705.749184	728.860606	707.215385	716.400000	716.799767	720.234266	721.815851	713.125175	719.541725	708.059441	717.928671	703.615385	709.327040	703.484149	715.678322	714.539860	723.534033
590.000000	729.264802	741.738462	746.085315	729.524009	722.487879	727.169697	725.581119	734.098601	733.940559	723.863170	729.818182	730.662937	743.453380	717.162704	746.496503	728.430070	731.303730	734.167133	741.988578	735.575058	729.456876	736.195338	721.581818	738.003963	713.577622	728.478322	722.583217	732.118648	727.475291	736.717249
591.000000	734.220047	746.069231	760.012587	740.587179	742.769697	750.667832	747.722611	749.959674	744.159907	736.594172	751.004196	742.858974	769.268298	732.041725	768.646853	744.022145	752.056177	744.807226	762.655711	746.867832	739.535431	755.833566	740.094172	761.182751	725.700466	750.658974	742.255944	750.788578	747.947086	747.800466
592.000000	743.044056	753.180420	768.963170	755.417249	760.541725	767.344289	763.319814	765.388345	757.531935	754.304429	768.096037	759.748485	780.014685	746.218415	781.450350	763.096503	766.359907	753.311888	776.998368	757.162704	748.838462	767.719347	754.131702	777.100932	739.012121	767.037296	757.210023	770.984382	759.120513	756.073193
593.000000	761.403497	763.757576	780.634499	765.600233	773.191608	785.265501	784.820047	785.286014	766.632634	778.365268	783.601166	778.081119	796.310256	768.961305	793.560839	775.819347	780.511655	767.834965	796.274126	774.817249	776.544056	782.219814	767.498601	789.765268	756.017016	787.133566	772.816084	783.947086	769.215851	772.909091
594.000000	781.783450	784.812587	795.626340	780.199767	793.309790	794.591375	800.862471	796.707925	784.509324	792.833100	792.677622	796.582517	816.575291	790.183217	806.695804	785.959907	798.565501	783.316084	805.670396	793.566434	794.215385	796.444056	792.430536	809.975291	775.176457	804.177622	788.238462	805.350816	784.086480	792.027972
595.000000	799.013287	806.404196	811.424476	796.189510	808.233566	810.149883	809.140326	819.449417	793.804429	810.612354	808.163170	816.887413	827.930070	813.768298	818.884615	796.392075	820.384615	798.583916	807.322145	811.714685	810.429604	810.722145	812.263869	826.484382	796.509557	815.223543	803.620047	818.278089	812.213520	810.031469
596.000000	817.173427	830.075524	817.042424	807.836131	823.923776	823.504895	819.981585	836.075758	809.834266	829.506993	829.813520	833.529371	836.462238	829.284848	826.977855	816.290210	832.146620	810.108392	812.361305	831.342657	827.989744	814.240093	831.472960	833.928205	808.993240	820.348485	819.560839	824.684382	832.588811	834.002564
597.000000	825.679487	846.460606	822.970163	826.168531	843.100699	844.781818	838.937995	853.016550	824.239394	836.807692	842.285082	849.450583	838.786014	845.584382	840.228904	838.122145	849.807459	835.297436	819.032401	843.963403	842.494872	825.218415	841.114452	843.769697	813.078322	827.485781	837.393939	829.900233	837.706760	851.263403
598.000000	850.742657	867.924942	841.495338	839.359674	866.445921	848.525175	851.126107	866.903963	838.496970	843.364103	851.252448	866.622611	846.931235	866.598834	847.691608	856.290676	856.667832	856.825641	827.863403	855.724942	845.488578	834.686014	849.713986	849.482751	832.868765	838.804895	855.428205	842.103497	846.635897	870.776457
599.000000	866.760373	884.020280	853.852214	854.889510	882.731935	857.397203	872.039394	877.262471	865.205361	852.788811	868.210490	881.039161	854.907226	884.574126	859.660839	877.830303	866.253846	870.029604	840.700000	870.562937	854.470629	842.173660	866.294639	858.783450	855.105128	851.015851	874.085315	856.605828	856.508858	883.970862
600.000000	881.367133	911.553613	868.940093	871.594872	894.662471	868.827972	890.691608	885.312821	887.122378	865.067133	880.204662	899.304662	858.634033	894.823543	876.478089	904.391841	877.727506	879.727972	856.091841	882.349883	860.332401	857.062471	884.291608	871.448718	866.229371	858.420280	886.845221	865.252681	869.223776	884.409790
601.000000	882.514685	920.888811	883.050350	890.668765	904.533333	882.233100	900.737995	896.528671	905.983450	880.744056	894.366667	911.787179	880.957809	894.907925	895.192075	915.025874	892.672494	890.493240	880.065734	892.009790	871.750816	872.182284	901.033566	894.450117	877.272494	869.446154	901.830536	881.742890	887.193473	879.394406
602.000000	889.496270	921.844755	897.231469	909.526573	903.493706	892.475991	902.303263	914.670396	920.744522	894.665501	903.653613	921.727506	894.927506	897.528205	907.319114	932.162471	899.920047	901.784848	898.506527	899.146154	887.713520	892.248252	914.611655	918.970396	889.472727	878.502098	904.511888	894.934033	895.171795	883.999301
603.000000	899.223310	936.490443	918.091375	933.961538	906.521678	901.972727	915.113753	931.844755	931.807226	907.864336	912.413986	933.174359	915.772727	908.554079	912.984848	938.810956	902.937762	910.036830	912.330303	914.707459	906.709790	922.040793	922.381585	936.125641	918.036131	887.995804	905.979487	901.369930	906.778555	893.647552
604.000000	911.737995	951.631235	935.748485	952.639627	913.290676	912.901865	924.007925	945.934266	946.272261	923.450350	914.812587	943.473660	934.017949	917.029837	921.454312	945.533100	915.646387	919.454079	924.311189	919.755245	919.287879	943.974359	943.550117	953.315618	939.531235	903.815385	918.096037	924.339860	920.558741	904.648718
605.000000	927.603030	961.833333	948.856177	964.810023	918.927739	926.226340	925.989044	959.772028	952.136830	942.447552	927.620513	947.268298	944.712354	927.542890	933.748252	951.329371	933.851282	930.986713	931.017249	929.361538	938.431235	962.099301	953.542191	966.840326	951.888811	914.833800	933.048485	934.143357	929.478555	912.715385
606.000000	946.350583	971.067599	963.799767	968.506760	925.992774	939.664336	928.203730	955.859674	964.075291	953.898135	939.643590	951.536597	964.902098	925.520513	945.469697	961.105128	945.817949	942.171562	945.358741	937.311655	956.461305	971.842657	955.191142	972.917949	952.537529	926.068765	949.990676	939.654545	939.003963	929.399767
607.000000	962.310956	970.618182	981.079720	971.571562	940.790676	949.541026	944.622611	958.543357	978.189510	951.384149	945.289744	954.173660	974.768298	938.089977	953.310723	956.061072	955.434033	964.793473	955.286247	945.210956	969.437296	980.946620	950.890676	969.779021	954.383450	936.289277	965.180653	943.286480	950.072261	944.115851
608.000000	981.583217	968.263170	989.730070	971.899301	959.223776	950.016084	951.232401	964.130536	981.722145	960.045221	947.885082	963.648252	988.581818	950.237063	960.041492	961.497436	959.243124	976.339627	971.740326	951.211189	976.462937	986.450816	950.041259	965.737762	966.258508	949.477389	973.370862	947.677622	962.031935	963.985082
609.000000	999.865734	972.254312	1001.005361	970.345921	971.620746	963.887646	965.624476	976.964336	989.756410	965.009557	957.146387	980.600233	990.056410	967.555711	960.192308	971.184848	966.463403	983.232168	981.598601	964.167366	988.684382	980.199068	950.894172	959.475291	972.490443	956.177855	982.703963	958.341725	972.376923	974.235664
610.000000	1011.177622	984.047552	1005.527273	978.966667	983.801166	981.604429	974.534499	989.884848	988.909790	976.217249	966.190909	998.914918	988.922611	972.207925	961.760373	977.305828	977.999767	994.312354	993.385548	980.765268	992.239161	977.627739	963.614219	960.558741	974.921911	969.073660	991.771562	961.069930	983.034499	982.002797
611.000000	1012.204429	975.175291	1009.733566	984.744988	994.722611	1001.358974	977.464802	996.037762	983.045688	986.972028	981.916783	999.912821	1000.124009	978.303030	964.010490	973.690909	989.090676	1001.842191	1009.134732	997.515851	1004.728904	970.542657	976.896737	980.859907	977.073893	969.737529	998.425175	973.211655	991.371795	982.434033
612.000000	1009.411422	968.013520	1009.827040	996.677855	998.736364	1013.908159	978.127273	1010.811888	982.852448	991.931702	998.216084	1005.323543	1000.365734	983.803497	973.824242	980.439860	994.742191	1001.038228	1007.820746	1007.934499	1010.559441	973.033333	990.432168	1003.791608	978.313986	979.504895	997.689744	983.845455	996.056876	985.372727
613.000000	1009.444289	972.015851	1013.100466	1009.293706	998.614452	1025.458974	988.029371	1019.677389	986.982051	1005.684615	1007.644755	1012.919814	995.064802	994.746853	977.851748	984.927739	994.569697	996.084848	1000.613287	1004.447552	1014.133800	971.523077	990.589510	1018.653846	983.550117	986.791375	998.791375	989.567832	1000.049184	998.223077
614.000000	1001.082284	977.921911	1013.347786	1013.754312	1000.110256	1033.556177	997.270862	1034.600932	993.593939	1011.145221	1012.958508	1011.393240	987.852448	999.551049	990.017249	988.696037	995.550816	998.596270	1009.951748	1009.732168	1011.498135	974.660606	1006.348252	1024.341259	979.244755	991.358974	1001.546620	1005.486946	1011.274592	1006.947552
615.000000	1001.032168	992.813287	1007.586713	1014.847786	999.271562	1029.047319	1000.524476	1038.434732	998.841958	1009.577855	1017.848252	1007.837063	984.221911	1001.785315	1005.044755	989.994639	1004.113520	997.257809	1010.721911	1016.243357	1007.793007	983.107226	1007.075991	1033.559907	983.472960	1001.263403	1006.445688	1007.410956	1009.875524	1023.405361
616.000000	999.511189	1012.758508	1013.769464	1014.830536	997.669464	1023.658042	1004.233333	1027.793007	1006.040093	1006.293939	1012.968531	1008.424242	982.121678	989.016084	1014.255012	991.573893	1005.088345	1009.348252	1008.997436	1012.895338	998.771795	999.768531	1005.390210	1043.418415	984.066434	1007.843357	1012.296970	1002.141492	1022.048019	1032.631469
617.000000	1009.099767	1030.327506	1007.352681	1018.291608	1002.521445	1017.459207	1015.440093	1021.762005	1009.321678	1002.776690	1015.527040	1008.217016	980.089277	992.950816	1014.585315	989.965501	1007.829837	1010.116317	1008.596970	1014.581818	995.184149	1008.123776	1011.884848	1040.267133	985.145455	1007.328205	1011.212121	996.889744	1028.184149	1030.640326
618.000000	1017.620280	1037.472727	989.582517	1013.309557	1013.193473	1008.917249	1014.696037	1009.743124	1011.519347	1001.128671	1012.913287	1026.867599	988.710023	994.424942	1023.955478	996.809557	1004.329837	1010.552214	1009.541725	1012.484615	984.378322	1022.100000	1001.027739	1035.224709	987.909557	1008.770629	1006.765967	991.125175	1024.777855	1032.577389
619.000000	1030.608858	1039.736830	990.933100	1010.880886	1018.428205	1010.087179	1011.860373	1005.294172	1007.821911	994.792075	1010.244289	1041.031935	989.969231	1003.272960	1011.057110	1004.132634	1004.634033	1015.491142	1007.612587	1031.312354	977.962005	1022.015851	1005.522611	1012.109790	991.032634	1002.582517	1004.521212	988.381585	1011.163869	1017.886014
620.000000	1025.876923	1031.062471	980.189510	1011.632634	1022.990909	1007.272494	1005.093007	991.057110	993.832634	996.812354	1017.082984	1034.431935	1000.075991	1005.520047	999.358042	999.261538	1008.882284	1014.579254	1005.307925	1038.168298	970.409324	1023.373660	1012.121445	1001.959441	996.675291	1010.013520	1008.724009	985.551049	999.546154	1007.357343
621.000000	1021.179487	1013.647786	977.338695	1001.441492	1025.097436	1010.193473	1001.906294	974.559907	990.195338	996.606294	1019.027040	1018.872261	1008.406993	1004.866434	996.362937	991.352681	1020.403730	1009.396270	1001.699068	1035.192541	975.772960	1021.963636	1013.286946	1007.003030	993.448019	1000.777389	1017.723543	1000.082517	995.881119	992.342191
622.000000	1007.177156	997.357110	973.440793	999.220979	1014.384848	1007.976923	995.436364	962.478788	989.075291	991.367133	1016.575291	1012.561772	1013.078788	996.025641	991.707459	984.957110	1015.569697	996.334266	983.417016	1018.439627	979.758508	1011.183916	1004.811189	1003.875991	983.791142	1001.847319	1015.858042	995.803497	986.374359	983.425641
623.000000	997.974126	976.857343	978.363403	993.952914	1003.629138	1000.781119	984.227040	958.050117	992.779953	996.799301	1007.532867	996.403497	1006.450117	987.340793	983.639860	981.597902	1007.808625	986.556876	970.457809	1003.451748	986.102797	997.166434	984.247086	1007.134033	968.246853	1004.357809	1005.398368	985.287413	980.268765	980.950117
624.000000	990.285548	959.086713	986.709324	996.308625	995.909790	989.988112	973.512121	970.031002	994.834266	986.650350	1006.357576	970.004429	1000.095338	981.791841	986.341492	978.407925	995.972261	978.138695	965.521911	997.981352	980.397203	988.604895	976.896737	992.216084	955.153380	998.743823	989.224476	980.487879	972.572494	974.389044
625.000000	982.382984	954.806993	982.031935	996.537296	986.742657	972.965268	961.147086	970.795804	991.594639	982.478555	1002.990443	950.889510	989.652214	970.104429	992.687179	973.849417	989.571795	969.232634	959.160373	994.560606	980.495804	977.064103	967.220513	987.066667	952.502331	995.773193	977.040559	972.173193	963.692308	972.130769
626.000000	966.694406	952.487646	975.018648	996.052448	976.627739	957.722844	958.408625	968.223543	985.875058	965.450583	994.528671	941.069231	973.887179	961.601865	988.249417	973.751981	985.163170	966.293473	954.424476	990.600699	977.095571	966.181352	963.427972	992.927739	949.170862	987.157343	966.934266	978.289744	958.441725	965.494872
627.000000	964.781352	955.118182	963.894406	991.517249	964.401399	950.373893	956.342424	961.632867	976.890676	951.679021	997.634965	937.431935	962.849883	953.268531	985.440793	970.112821	978.498601	948.036131	952.261072	973.860140	972.825874	958.393240	962.262937	984.436131	944.507226	980.928671	953.365268	980.733333	947.025641	959.470629
628.000000	972.018415	950.516783	956.117949	976.162704	965.378555	944.025408	950.547786	951.755245	977.686946	935.486480	992.100932	940.531235	950.427506	951.238928	980.638695	962.423077	961.516783	946.452214	949.374825	964.471795	963.153613	952.717483	954.730536	970.857809	950.223310	972.583450	939.925408	977.991142	939.762238	954.288345
629.000000	977.363170	941.891142	951.854312	962.556876	954.083450	938.945688	948.159907	944.921911	964.946154	925.051282	971.015851	934.966900	931.945221	950.611655	963.076690	955.356876	955.814918	939.904895	944.397669	965.426107	967.256177	946.780420	954.436597	951.177156	952.459907	958.448718	934.331235	974.176457	926.681352	938.313054
630.000000	966.788578	929.584149	936.686946	944.334033	941.170163	930.341958	945.181119	938.680420	949.358275	910.920513	957.790909	913.218648	917.375524	946.632634	947.030070	942.503263	950.385315	938.267832	936.990210	947.529138	965.480653	941.083450	944.490210	941.016550	953.340793	953.473193	934.612587	972.955245	920.933333	937.834033
631.000000	950.350350	921.554079	925.775058	926.957343	934.665734	924.400699	949.489510	933.703497	939.437529	902.819814	941.355012	898.945455	908.133800	936.021678	933.257110	925.831235	947.321445	938.633800	930.936131	928.941492	967.470396	938.980886	932.852448	936.610023	945.344522	934.647786	939.814685	974.133333	918.006760	933.040559
632.000000	934.472960	915.010256	911.457809	919.883450	924.194872	914.488112	941.829138	914.163170	928.075291	890.665501	927.680186	904.033100	898.597902	917.965501	911.528671	913.827506	931.864336	937.461072	917.659207	916.232634	954.126807	925.693706	919.800233	923.997669	934.893939	920.026807	923.491841	950.251748	913.027506	927.705594
633.000000	918.184615	907.620280	899.007692	912.964103	915.093939	897.466200	928.924709	905.200932	919.276224	890.716317	915.650816	895.992075	888.201166	904.055711	893.606294	908.689044	918.728904	927.123776	903.109324	911.735897	937.301632	919.761072	905.207459	912.066667	921.606527	908.022145	910.800466	932.069930	900.378788	913.935664
634.000000	906.613986	891.235897	888.089977	904.575758	905.461305	886.371329	917.401166	893.598135	900.963170	896.031002	906.097436	891.445455	884.430769	897.606760	885.349650	898.166667	899.850583	919.973193	887.771795	903.499767	922.016084	908.256177	901.542191	889.788345	902.451282	892.096270	892.845455	916.060839	882.083916	899.972960
635.000000	889.648718	887.849650	875.237995	892.086014	895.436597	870.937995	900.814452	874.416317	885.735198	891.381585	895.395105	893.926573	883.565734	880.903730	881.969231	890.506993	883.583916	900.520746	881.778089	888.883683	910.160606	897.305594	898.550117	875.084382	890.638462	869.265035	878.152214	898.204429	872.520746	885.956177
636.000000	872.538228	884.940793	865.476923	877.864802	887.372261	861.225175	893.023077	864.632401	870.605594	875.552914	883.897902	891.114452	881.056177	875.037063	874.355711	877.526807	873.980186	885.805128	878.022378	879.517249	889.770163	882.367832	890.252681	868.305128	887.168065	860.326107	871.287413	890.106527	853.900000	877.975058
637.000000	866.434965	879.364336	861.589510	864.735664	875.260373	853.210490	876.045221	857.044056	855.164336	866.033566	874.001632	888.861772	877.720280	853.570862	871.956410	870.717016	854.885315	871.556643	870.774592	853.746387	875.753613	865.131235	879.023310	851.549650	874.572960	855.827506	856.030070	875.510956	847.672028	866.689044
638.000000	865.552214	877.168765	859.197203	849.608392	864.368998	857.040093	869.525641	844.897203	843.226573	852.568531	861.924709	878.534266	862.069464	843.629604	857.711189	860.229837	842.026107	859.994172	861.168298	844.873193	863.169464	842.786946	870.456876	837.302564	874.091841	852.187646	848.432867	855.256876	837.319347	853.065501
639.000000	858.514452	873.600466	853.786014	840.786247	851.672727	851.331002	863.380886	837.397902	836.112121	843.523543	845.717016	857.280886	851.348718	836.638928	839.182051	850.731235	833.425641	841.178555	847.833800	838.106527	864.063636	831.515152	844.855012	836.152914	863.484848	848.304895	847.408625	830.729604	827.720979	837.092541
640.000000	844.334732	861.529138	841.190676	831.985082	841.311655	848.632401	848.037296	836.574126	829.380886	830.906527	834.177156	827.220979	836.250583	824.686247	823.980186	844.325641	828.036830	832.569231	839.987646	825.019347	852.802797	827.602331	827.851282	836.522145	849.406527	848.449650	841.810023	814.439161	821.370163	834.382051
641.000000	831.579254	847.754312	826.910723	827.335897	833.383450	840.637529	849.804895	826.377855	817.906294	820.420280	825.569930	809.663170	828.151282	812.037063	809.918182	833.779953	818.897203	818.574359	833.552914	815.343823	845.211655	827.162704	817.008625	840.279487	833.574126	833.842424	839.793240	808.535198	813.516783	820.096737
642.000000	813.654545	831.900699	815.690676	831.822145	819.633566	826.816550	841.450583	814.744988	810.373660	815.772727	813.834732	807.167133	816.353613	800.246387	801.225874	828.195338	819.308159	809.493240	834.010023	815.141958	829.061305	827.474126	813.403497	829.618648	821.156177	828.041958	827.032168	803.528205	807.511422	818.709790
643.000000	799.131469	819.441725	806.189510	826.013753	810.252214	817.442424	834.699068	806.432168	797.888345	814.028438	806.405828	799.711888	808.648718	793.453147	797.892774	826.939394	812.868998	798.704429	826.755944	812.360839	817.033566	831.475058	816.536597	815.051049	813.610490	819.303730	815.807226	806.232168	796.706993	814.678322
644.000000	787.443124	802.360606	797.543823	807.175991	814.694872	808.468531	822.762937	794.986247	794.370629	823.266200	797.242657	804.317949	806.763636	802.805828	795.455012	818.835897	807.819580	794.602797	816.030303	804.209790	813.033100	827.293240	820.016317	801.890909	800.647786	806.471329	809.107226	806.468531	788.569930	811.086713
645.000000	788.388112	794.701632	796.206993	797.115618	816.245688	803.887646	803.767599	792.613986	795.543823	820.976690	786.313520	808.457809	800.610023	806.482517	795.506993	818.346853	806.080653	789.416084	812.273660	787.232867	806.676923	826.223077	818.058974	787.229371	800.153613	791.307925	810.057576	802.239627	785.378089	807.519347
646.000000	798.406061	797.088811	792.627506	794.625641	811.189977	801.902564	802.136131	795.371329	796.003263	816.063636	778.549650	813.492541	794.519814	815.829138	795.223776	812.965035	808.874359	792.907226	813.636597	787.719347	798.154545	817.620746	814.938228	783.576923	801.313287	787.671795	808.515385	805.381119	785.717483	796.947086
647.000000	806.389510	797.098368	795.730303	797.367133	804.783450	799.406061	800.010023	798.897902	796.002564	808.911422	777.958275	822.797669	796.093240	823.685781	812.458275	812.069930	800.723543	795.726107	806.022145	784.009324	801.395338	803.509557	815.052914	786.003030	807.938228	786.171329	809.141958	807.343823	785.692541	790.050816
648.000000	820.980186	802.472494	803.042191	807.496503	812.408858	807.574592	800.218415	807.719114	798.640326	814.074825	787.003263	827.759207	798.830070	836.125408	823.141026	813.965035	805.421445	802.551282	796.225408	791.728671	810.546154	796.217949	817.127506	789.743590	814.475991	795.860839	813.023776	804.893706	792.200466	789.503263
649.000000	825.510023	815.740559	818.843590	821.714685	825.277389	815.340559	809.327040	827.304196	814.561772	822.591142	800.470629	836.043124	809.325641	849.118881	838.520047	822.195571	818.440093	811.032634	790.740326	800.647552	817.009091	802.800932	824.009091	809.433800	820.667366	809.872960	820.821678	806.054079	804.610490	795.395804
650.000000	836.903963	827.556876	826.877156	842.323077	840.924009	826.880886	821.588811	838.110023	822.030303	830.561072	813.017716	841.912354	823.108625	857.705594	856.584149	831.363636	835.695571	830.297669	789.909557	808.594872	828.560839	812.679254	841.906993	839.639860	827.768998	828.629837	834.464802	819.161305	821.741958	807.246387
651.000000	850.150816	839.997669	839.931935	865.139161	850.642424	841.037995	849.588811	856.516783	831.917483	845.316783	833.687646	858.177389	853.459907	866.552448	877.121911	846.028671	847.543823	849.983683	808.811422	825.380420	850.758275	827.091608	864.947086	863.735664	839.860373	845.199534	849.077156	849.160373	843.618881	823.688578
