Wavelength	Smoothed_1	Smoothed_2	Smoothed_3	Smoothed_4	Smoothed_5	Smoothed_6	Smoothed_7	Smoothed_8	Smoothed_9	Smoothed_10	Smoothed_11	Smoothed_12	Smoothed_13	Smoothed_14	Smoothed_15	Smoothed_16	Smoothed_17	Smoothed_18	Smoothed_19	Smoothed_20
475.000000	327.178322	318.998601	325.892308	331.404895	328.497203	286.947552	312.155944	291.525874	297.172028	304.907692	299.204196	301.751748	300.751049	311.855245	293.748252	307.296503	318.691608	318.311189	306.181818	304.265035
476.000000	353.311888	348.630070	347.901399	351.250350	355.743357	331.369231	347.472727	332.122378	337.253147	330.520979	329.283916	342.831469	336.325175	340.265035	328.990909	333.570629	336.568531	340.285315	329.509790	330.179720
477.000000	389.623077	386.928671	380.945688	383.487179	390.405361	378.327972	387.106760	376.655478	380.922844	367.762005	368.910490	386.269930	376.033800	377.249883	370.352914	368.861072	367.224476	371.519580	363.484615	365.801399
478.000000	435.503963	433.507459	424.181469	426.805594	432.542541	428.486713	431.844755	425.622960	428.822727	415.255944	417.131002	432.887296	420.623193	422.159091	417.742541	412.591375	409.286480	411.603613	407.123660	410.273776
479.000000	490.346620	487.979487	476.765035	479.895804	482.214219	482.508392	482.473427	479.522611	481.594406	471.627972	472.992541	483.503730	470.839627	474.341958	471.068065	464.185082	461.381585	460.127040	459.444289	462.740559
480.000000	553.543124	549.957809	537.852681	541.448019	539.479720	541.055944	539.779487	538.852214	539.879487	535.503263	535.542191	538.939394	527.429371	533.147786	530.237762	523.065734	522.136830	516.679487	519.463869	522.345455
481.000000	624.863636	619.824942	606.863636	607.528438	603.503263	602.103730	606.198368	602.392308	605.178089	603.652214	599.369697	599.084615	593.409790	594.784382	595.495571	589.622378	587.453147	580.361072	585.861772	588.055711
482.000000	701.076457	693.439394	679.879254	682.151049	677.804895	675.066900	681.288578	675.190443	675.976690	674.972494	670.579021	665.550350	665.539394	665.647319	664.216550	660.162704	661.933800	649.928671	654.040559	655.416084
483.000000	784.440093	776.386014	760.476457	761.789277	758.944522	752.625874	761.913986	755.211189	754.639860	751.860140	752.405361	745.268065	743.586946	742.160606	738.223077	733.532634	740.732634	728.837762	730.385781	731.774592
484.000000	878.816084	863.448019	850.896737	847.147319	847.213520	839.422145	851.465501	844.858974	842.682984	840.188112	842.324709	832.730303	830.924709	824.839394	820.017483	815.400699	828.928438	818.182284	816.342424	814.903730
485.000000	977.124009	959.692774	945.292075	940.024242	941.786014	933.258974	949.199068	941.600000	938.316084	934.206527	937.821212	925.734965	924.968065	916.641725	911.349650	906.647786	916.465967	913.265268	906.882051	905.212821
486.000000	1082.461072	1059.313520	1048.553846	1044.977389	1046.917016	1037.350350	1054.750350	1040.954079	1038.072727	1033.758741	1036.230769	1031.085548	1025.659674	1017.365967	1009.388578	1004.746387	1012.400932	1013.931235	1006.270163	1001.414219
487.000000	1195.378788	1174.736364	1157.772261	1159.109790	1159.956643	1153.367133	1166.904662	1152.850117	1148.534266	1142.155012	1144.110023	1143.584149	1138.436597	1126.892774	1114.911655	1112.150816	1115.590210	1122.325874	1111.849883	1106.763636
488.000000	1317.831002	1299.162238	1275.149184	1279.516317	1277.019580	1270.059441	1282.599534	1267.524942	1265.763869	1260.703497	1261.098135	1262.014452	1254.246620	1245.900932	1228.854079	1226.694872	1228.098135	1233.068998	1223.024476	1220.730536
489.000000	1443.899534	1426.776690	1399.917949	1407.688578	1404.457343	1395.817016	1408.982051	1387.992075	1388.227506	1387.441492	1385.490443	1385.772028	1378.872028	1371.936830	1349.073193	1349.248718	1348.010490	1348.573427	1341.648718	1341.327040
490.000000	1578.662005	1556.641958	1531.283450	1541.498368	1531.179487	1524.974359	1532.982284	1515.863869	1517.950583	1516.066667	1511.289977	1512.113287	1510.235431	1505.849417	1475.983450	1473.830536	1472.611189	1474.053613	1463.222378	1465.651515
491.000000	1715.240093	1693.916084	1671.636364	1678.414918	1662.489510	1657.193473	1667.207459	1646.613054	1654.932401	1648.344988	1638.365967	1639.857809	1646.184149	1639.715618	1606.996737	1604.046620	1597.652681	1602.240093	1591.068065	1595.020979
