500.00000000	-2.68618277	-0.01750614
501.00000000	-2.68477463	-0.00827540
502.00000000	-2.69077463	-0.00239640
503.00000000	-2.68424590	0.00286895
504.00000000	-2.68394569	0.00592921
505.00000000	-2.68291044	0.00451739
506.00000000	-2.66813693	0.00426414
507.00000000	-2.67435930	0.00346006
508.00000000	-2.65072125	0.00538328
509.00000000	-2.64981383	-0.00563891
510.00000000	-2.64033586	-0.01343488
511.00000000	-2.63540214	-0.01082214
512.00000000	-2.62068842	0.00272309
513.00000000	-2.60130429	-0.00232039
514.00000000	-2.60294649	-0.00706407
515.00000000	-2.59426529	-0.00726558
516.00000000	-2.57682870	-0.00825940
517.00000000	-2.58620600	-0.00551606
518.00000000	-2.57348302	0.00287335
519.00000000	-2.55518659	-0.00514682
520.00000000	-2.54666061	-0.00647499
521.00000000	-2.54443256	-0.00619462
522.00000000	-2.55706008	-0.00175229
523.00000000	-2.54893446	-0.00220538
524.00000000	-2.54285545	0.00551298
525.00000000	-2.53548225	0.00412690
526.00000000	-2.55317173	0.00535896
527.00000000	-2.55191619	-0.00473507
528.00000000	-2.54105764	-0.00416045
529.00000000	-2.55104408	0.00412940
530.00000000	-2.54222594	-0.00413837
531.00000000	-2.54869063	-0.00168885
532.00000000	-2.55219444	0.00484928
533.00000000	-2.53562589	-0.00827957
534.00000000	-2.53337172	0.00065301
535.00000000	-2.53337608	0.00206344
536.00000000	-2.53102501	-0.00250441
537.00000000	-2.52974835	0.00143519
538.00000000	-2.51816271	-0.00793976
539.00000000	-2.51372291	-0.01307032
540.00000000	-2.50542668	-0.01696556
541.00000000	-2.51242579	-0.01058842
542.00000000	-2.52448922	0.00036515
543.00000000	-2.49485559	0.00137933
544.00000000	-2.50469163	-0.00079851
545.00000000	-2.49518988	-0.00309123
546.00000000	-2.50623809	0.00124067
547.00000000	-2.50166329	-0.00125271
548.00000000	-2.50481489	-0.00813971
549.00000000	-2.49669142	-0.01325588
550.00000000	-2.49492766	-0.00249207
551.00000000	-2.51120951	-0.00760481
552.00000000	-2.51106487	0.00068299
553.00000000	-2.50339027	0.00427155
554.00000000	-2.50801057	0.00055394
555.00000000	-2.52754580	0.00732509
556.00000000	-2.52522875	0.00437029
557.00000000	-2.52751066	-0.00361633
558.00000000	-2.51317495	0.00361218
559.00000000	-2.51999084	-0.01138904
560.00000000	-2.51876914	-0.00400234
561.00000000	-2.52610500	-0.00924884
562.00000000	-2.51035984	-0.00562740
563.00000000	-2.50121950	0.00824955
564.00000000	-2.49828961	0.00085219
565.00000000	-2.50902899	-0.00135158
566.00000000	-2.50067796	0.00654043
567.00000000	-2.49186397	0.00557136
568.00000000	-2.48532120	-0.00651136
569.00000000	-2.47238504	0.01583666
570.00000000	-2.45997511	0.00070488
571.00000000	-2.46992323	-0.01220518
572.00000000	-2.44326999	-0.01868605
573.00000000	-2.44325666	-0.00249667
574.00000000	-2.43710749	0.00009474
575.00000000	-2.44544740	-0.00649725
576.00000000	-2.41660231	0.01192803
577.00000000	-2.41562718	0.01354537
578.00000000	-2.40233412	-0.00571551
579.00000000	-2.41098944	0.00195772
580.00000000	-2.40334504	-0.01219310
581.00000000	-2.39460180	-0.01271475
582.00000000	-2.37945609	0.00592992
583.00000000	-2.37376283	0.00876588
584.00000000	-2.35452763	-0.02100334
585.00000000	-2.35584078	0.00337622
586.00000000	-2.35251334	0.00091927
587.00000000	-2.34914447	0.00036106
588.00000000	-2.33305025	-0.00685079
589.00000000	-2.33634931	-0.00030140
590.00000000	-2.32438010	-0.00093302
591.00000000	-2.34152839	-0.00516382
592.00000000	-2.35102277	-0.00327526
593.00000000	-2.35719151	0.00249782
594.00000000	-2.34617769	0.00425238
595.00000000	-2.37004074	0.01356736
596.00000000	-2.35998259	-0.00673865
597.00000000	-2.36860597	-0.00834759
598.00000000	-2.36949260	0.00807651
599.00000000	-2.36330631	-0.01851918
600.00000000	-2.36972823	-0.00162854
601.00000000	-2.37636356	-0.00401279
602.00000000	-2.39141747	0.00332762
603.00000000	-2.39239244	-0.00640710
604.00000000	-2.41606471	-0.00105854
605.00000000	-2.41032133	0.01012764
606.00000000	-2.41068855	-0.02010410
607.00000000	-2.42219242	0.00430112
608.00000000	-2.41019774	-0.00385534
609.00000000	-2.42034658	-0.01037085
610.00000000	-2.42336860	-0.01155392
611.00000000	-2.42563598	-0.00243340
612.00000000	-2.41538592	-0.00434996
613.00000000	-2.42067196	-0.01772890
614.00000000	-2.41939255	0.00502930
615.00000000	-2.42358268	-0.00779388
616.00000000	-2.40303035	-0.00995472
617.00000000	-2.40518155	-0.00639809
618.00000000	-2.41127742	-0.00186250
619.00000000	-2.41380579	-0.00192156
620.00000000	-2.40299320	-0.00776147
621.00000000	-2.39992707	-0.00840642
622.00000000	-2.40601780	-0.00225721
623.00000000	-2.37115813	0.02420521
624.00000000	-2.37761663	0.00866078
625.00000000	-2.35059188	0.00495835
626.00000000	-2.33955538	-0.00373483
627.00000000	-2.33057553	-0.00127042
628.00000000	-2.29827130	0.00189114
629.00000000	-2.28994479	0.00087259
630.00000000	-2.26786153	0.00749138
631.00000000	-2.25896533	0.00510931
632.00000000	-2.23151657	0.01443658
633.00000000	-2.18243889	0.00318433
634.00000000	-2.14221585	0.01105164
635.00000000	-2.11887400	-0.00972612
636.00000000	-2.07502654	-0.00238639
637.00000000	-2.03866868	0.00623402
638.00000000	-1.97895427	-0.00039658
639.00000000	-1.89246928	-0.00509009
640.00000000	-1.81521982	0.01757856
641.00000000	-1.72356363	0.01402839
642.00000000	-1.65156479	-0.00689634
643.00000000	-1.51895347	0.00581749
644.00000000	-1.41958034	0.02528265
645.00000000	-1.26789282	0.02620995
646.00000000	-1.11641693	0.03502998
647.00000000	-0.92423021	-0.01509568
648.00000000	-0.76878073	-0.01803297
649.00000000	-0.57610044	0.00953509
650.00000000	-0.41859322	0.00032391
651.00000000	-0.24529527	0.00955793
652.00000000	-0.11579006	-0.01365847
653.00000000	0.01472430	-0.02527887
654.00000000	0.07785343	-0.02366437
655.00000000	0.23928739	0.02246888
656.00000000	0.27548859	-0.01754617
657.00000000	0.36763871	0.03297295
658.00000000	0.43087835	0.03398030
659.00000000	0.52325727	0.01243832
660.00000000	0.55943758	0.02490160
661.00000000	0.66649744	0.03809107
662.00000000	0.77283314	0.01224169
663.00000000	0.98073865	0.01784219
664.00000000	1.17803695	0.03253381
665.00000000	1.42881581	0.01884266
666.00000000	1.82117429	0.04377479
667.00000000	2.17512426	-0.03755396
668.00000000	2.64312932	-0.08295808
669.00000000	3.23026340	0.08043449
670.00000000	3.94077077	-0.00171177
671.00000000	4.78163848	0.02400997
672.00000000	5.74138609	0.04024186
673.00000000	6.91763468	-0.07335753
674.00000000	8.29884369	0.05001857
675.00000000	9.77287702	-0.08572854
676.00000000	11.44761122	0.01335105
677.00000000	13.01848926	-0.16161014
678.00000000	14.45366276	0.01214294
679.00000000	15.72892643	-0.00195033
680.00000000	16.63315469	-0.02916658
681.00000000	17.38567131	-0.14487013
682.00000000	17.79084673	-0.17019417
683.00000000	17.80109501	0.06400973
684.00000000	17.47333939	0.01900006
685.00000000	16.78978037	0.02343701
686.00000000	15.98263122	0.07592899
687.00000000	14.99890365	0.11786560
688.00000000	14.16605320	-0.00619521
689.00000000	12.95105948	-0.04127151
690.00000000	11.93227693	0.19619574
691.00000000	10.87115454	0.02935478
692.00000000	9.84083437	0.03858019
693.00000000	8.95605386	-0.02933149
694.00000000	8.11192521	0.06359776
695.00000000	7.53484957	0.00951158
696.00000000	6.90877964	-0.01834960
697.00000000	6.43429007	-0.08465876
698.00000000	6.12565649	-0.04626635
699.00000000	5.77797760	0.01680665
700.00000000	5.48072133	0.08655363
701.00000000	5.31252431	-0.01523191
702.00000000	5.14678027	0.01237486
703.00000000	4.98342568	-0.05335685
704.00000000	4.84861896	0.00712628
705.00000000	4.77439082	0.01771104
706.00000000	4.63742070	0.01501624
707.00000000	4.49417435	0.05318901
708.00000000	4.44985232	-0.01343640
709.00000000	4.30861327	0.03044862
710.00000000	4.18412369	0.01401670
711.00000000	4.10374970	-0.02567416
712.00000000	3.98197015	-0.01705371
713.00000000	3.91898131	0.03104323
714.00000000	3.80237426	-0.02224073
715.00000000	3.70519663	0.00648381
716.00000000	3.59908882	0.02468391
717.00000000	3.44261305	-0.01090452
718.00000000	3.37855413	0.05884718
719.00000000	3.21424959	0.01403426
720.00000000	3.03783177	-0.00233005
721.00000000	2.92521888	0.04497076
722.00000000	2.84596365	-0.04849737
723.00000000	2.67565893	-0.01390890
724.00000000	2.51058343	0.00632338
725.00000000	2.37695391	0.00992157
726.00000000	2.18947938	0.04866247
727.00000000	2.02998105	0.02119010
728.00000000	1.85320893	-0.01880132
729.00000000	1.74070839	-0.05609633
730.00000000	1.56073346	-0.05795536
731.00000000	1.42201647	-0.02293861
732.00000000	1.28528340	0.03793444
733.00000000	1.10733888	-0.00374943
734.00000000	0.93548825	0.01527320
735.00000000	0.81226121	0.01496275
736.00000000	0.68631271	-0.02721060
737.00000000	0.50917105	-0.00891746
738.00000000	0.34572706	-0.00328898
739.00000000	0.22111961	0.00370992
740.00000000	0.08871482	0.02096692
741.00000000	-0.01116645	-0.02753552
742.00000000	-0.13248458	0.01080621
743.00000000	-0.26274045	-0.00254249
744.00000000	-0.38777721	0.00950652
745.00000000	-0.48260802	-0.02088913
746.00000000	-0.62445475	0.00485973
747.00000000	-0.70281544	-0.02653400
748.00000000	-0.78114744	0.00276127
749.00000000	-0.89987639	-0.00751813
750.00000000	-1.00911625	0.00533362
751.00000000	-1.07613315	-0.00352779
752.00000000	-1.20347266	0.00220578
753.00000000	-1.30139415	-0.00769256
754.00000000	-1.35360036	0.00795742
755.00000000	-1.46457876	-0.02102218
756.00000000	-1.56859595	0.00319280
757.00000000	-1.63696287	0.00461548
758.00000000	-1.72568528	0.02274954
759.00000000	-1.78045256	0.01145239
760.00000000	-1.83946949	0.01376929
761.00000000	-1.91577761	0.00054275
762.00000000	-1.96716888	-0.00356487
763.00000000	-2.02935318	0.01918394
764.00000000	-2.06209257	-0.01345587
765.00000000	-2.12076573	-0.00531663
766.00000000	-2.17842264	-0.01137082
767.00000000	-2.22750146	0.00109366
768.00000000	-2.25835364	-0.01267741
769.00000000	-2.29472531	-0.01583822
770.00000000	-2.31416600	0.00255538
771.00000000	-2.35027133	0.01193190
772.00000000	-2.36790946	0.00065196
773.00000000	-2.39083696	0.00387337
774.00000000	-2.43229810	-0.00455598
775.00000000	-2.43512556	-0.00280919
776.00000000	-2.45966579	-0.01082924
777.00000000	-2.47643373	-0.01827214
778.00000000	-2.49682976	0.00599898
779.00000000	-2.50226401	-0.00458428
780.00000000	-2.51201145	-0.00541249
781.00000000	-2.53803494	-0.00872062
782.00000000	-2.54210573	-0.00314042
783.00000000	-2.54972316	-0.00972220
784.00000000	-2.56543471	-0.01002014
785.00000000	-2.56874397	0.00931195
786.00000000	-2.56775069	0.00741138
787.00000000	-2.58001059	0.00579279
788.00000000	-2.58280895	-0.00486190
789.00000000	-2.60618396	0.00361577
790.00000000	-2.60171931	0.00314750
791.00000000	-2.61579138	0.00110878
792.00000000	-2.62111236	0.00024729
793.00000000	-2.63864185	0.00196199
794.00000000	-2.62604972	0.00261230
795.00000000	-2.63004661	0.00228645
796.00000000	-2.63329479	-0.00031830
797.00000000	-2.63776482	0.00000625
798.00000000	-2.64695160	-0.00997258
799.00000000	-2.65257846	0.00094440
800.00000000	-2.65792331	-0.00825429
