480.0	0.003208	0.001641	0.002669	0.002757	0.000686	0.001965	0.000954	0.001565	0.001219	0.000559	0.000000	0.001693	0.002500	0.001235	0.003132	0.001356	0.003818	0.002712	0.000464	0.002172
481.0	0.002498	0.001230	0.003534	0.001237	0.001240	0.000956	0.000000	0.002111	0.000681	0.000006	0.002874	0.001566	0.002696	0.002335	0.000312	0.000757	0.001757	0.002836	0.000494	0.002166
482.0	0.002099	0.001710	0.001943	0.004247	0.001284	0.001809	0.002848	0.003179	0.003416	0.002682	0.002851	0.001724	0.003594	0.002428	0.001841	0.002264	0.001231	0.001605	0.001194	0.001108
483.0	0.003468	0.002029	0.002279	0.003874	0.002385	0.001371	0.000985	0.001249	0.000965	0.001976	0.002222	0.000392	0.001645	0.000319	0.001768	0.003712	0.003077	0.001382	0.002877	0.000959
484.0	0.003825	0.000082	0.003684	0.006224	0.000817	0.001046	0.001856	0.000726	0.001671	0.000000	0.001761	0.000729	0.002544	0.002896	0.001656	0.002281	0.001497	0.000000	0.003156	0.000055
485.0	0.004911	0.001849	0.004537	0.003049	0.001879	0.000000	0.002309	0.001169	0.000266	0.000276	0.003404	0.003440	0.002657	0.001400	0.001691	0.000078	0.002058	0.002601	0.001845	0.001237
486.0	0.002508	0.001833	0.004915	0.002247	0.002981	0.002369	0.001778	0.002350	0.000614	0.001567	0.004272	0.002530	0.003685	0.002781	0.001366	0.001640	0.002826	0.002838	0.001818	0.003133
487.0	0.000831	0.001553	0.003368	0.000655	0.002859	0.003074	0.001959	0.002666	0.002348	0.000654	0.004162	0.003832	0.004285	0.001414	0.003255	0.001538	0.002802	0.002907	0.001922	0.003934
488.0	0.003745	0.002071	0.004674	0.002870	0.004352	0.001099	0.001677	0.002449	0.001426	0.001670	0.004733	0.004673	0.003894	0.003055	0.002140	0.004239	0.000980	0.001013	0.000000	0.001834
489.0	0.000716	0.001740	0.003877	0.004318	0.004483	0.002924	0.002077	0.002200	0.001008	0.002070	0.000916	0.005034	0.004421	0.001531	0.003575	0.003319	0.003551	0.001642	0.001621	0.002794
490.0	0.003238	0.000630	0.003216	0.004773	0.002875	0.002465	0.003464	0.002935	0.003965	0.002421	0.003176	0.003667	0.005418	0.001389	0.003189	0.001509	0.003568	0.000760	0.000355	0.001346
491.0	0.004441	0.001646	0.004042	0.002723	0.004266	0.003812	0.005883	0.003579	0.003399	0.003420	0.004609	0.001336	0.005535	0.001838	0.004178	0.003506	0.004995	0.003824	0.003466	0.001369
492.0	0.003579	0.002377	0.003643	0.005349	0.002457	0.003062	0.003307	0.004129	0.003694	0.005067	0.003884	0.004502	0.003417	0.002744	0.005460	0.005257	0.003364	0.004792	0.000565	0.003362
493.0	0.006781	0.002464	0.003417	0.002363	0.003233	0.001776	0.002526	0.004678	0.005266	0.003737	0.003558	0.006448	0.003181	0.002608	0.004212	0.006720	0.005276	0.003308	0.005116	0.002318
494.0	0.005512	0.003798	0.003907	0.005587	0.006335	0.002892	0.005937	0.002618	0.007921	0.005266	0.003773	0.002915	0.007558	0.003757	0.002691	0.005852	0.005541	0.003573	0.003295	0.001899
495.0	0.004989	0.002085	0.005000	0.002775	0.003711	0.003777	0.004391	0.005935	0.005485	0.004481	0.004508	0.004705	0.005333	0.002884	0.005045	0.005430	0.005768	0.004811	0.002663	0.003164
496.0	0.004095	0.004888	0.003518	0.001646	0.004614	0.005766	0.004871	0.004989	0.004747	0.005631	0.005720	0.005345	0.006071	0.006596	0.006198	0.005194	0.005758	0.006137	0.004070	0.007373
