Wavelength	Smoothed_1	Smoothed_2	Smoothed_3	Smoothed_4	Smoothed_5	Smoothed_6	Smoothed_7	Smoothed_8	Smoothed_9	Smoothed_10	Smoothed_11	Smoothed_12	Smoothed_13	Smoothed_14	Smoothed_15	Smoothed_16	Smoothed_17	Smoothed_18	Smoothed_19	Smoothed_20
500.000000	15.120000	21.506923	14.606573	17.267622	22.936224	23.673217	18.403427	22.786434	15.357692	29.478252	16.095245	29.141189	21.061818	23.330490	26.663566	22.314825	25.096573	21.434825	17.961469	21.023217
501.000000	20.932168	20.394196	19.768601	20.227273	22.512448	25.112308	19.447762	21.247902	20.666783	25.217622	19.326923	27.403147	21.395035	23.559510	23.904545	22.874406	24.230769	20.977902	19.697622	21.856154
502.000000	24.067762	20.066154	22.931632	21.613660	22.359114	25.561748	20.145944	20.672704	23.706737	22.582191	21.269254	26.064242	21.653473	23.529650	22.213753	23.006550	23.712727	21.145082	20.595921	22.522284
503.000000	25.164709	20.350618	24.479545	21.832401	22.413030	25.306620	20.600758	20.795198	24.937774	21.238765	22.216760	25.074965	21.862925	23.317133	21.395793	22.811643	23.488800	21.728578	20.836853	23.036142
504.000000	24.860932	21.075408	24.796224	21.289114	22.611002	24.632005	20.914988	21.349744	24.820117	20.854149	22.463963	24.385804	22.049184	22.998182	21.255268	22.390070	23.505338	22.520606	20.600909	23.412261
505.000000	23.794359	22.068345	24.265548	20.389417	22.889837	23.822984	21.191422	22.070699	23.813986	21.095152	22.305385	23.947249	22.238042	22.649021	21.596783	21.842214	23.708695	23.313380	20.068578	23.665175
506.000000	23.353590	21.628555	22.499814	20.126200	22.910699	24.450000	21.842308	22.375874	22.706643	21.041422	22.017389	24.156853	22.732634	22.284802	22.761235	21.163193	24.187016	22.867249	19.224196	24.260443
507.000000	23.495198	24.025315	23.018601	20.390350	23.403193	24.329394	21.993263	21.597855	21.925268	21.082401	22.884872	23.184918	22.868065	22.132984	23.181119	20.339977	24.811492	22.959347	18.645455	23.600420
508.000000	24.371515	25.532844	23.661119	20.712308	23.403660	22.973869	23.418974	21.342121	20.389907	21.455478	23.813776	24.164336	22.498811	21.986597	22.879907	20.757552	24.595688	23.327809	19.104662	23.178881
509.000000	24.658881	26.376224	23.148182	21.417809	23.679790	23.681212	24.090932	20.967506	20.079161	22.441212	23.877296	23.984406	23.962494	22.533939	23.554219	21.076643	23.904615	23.184592	19.273240	23.229767
510.000000	25.806643	26.315944	22.758741	22.214382	23.755245	23.525385	24.947762	21.735944	19.917226	22.736807	24.430256	24.094242	24.543263	22.891608	23.479510	22.505501	23.899930	23.675594	20.475944	23.453077
511.000000	27.296224	25.404779	23.102657	23.683636	24.167786	23.739557	25.197809	21.288135	20.092541	22.315571	23.764545	23.465152	25.988228	23.116480	24.721212	22.933333	23.048601	24.290047	21.228182	24.167226
512.000000	28.535455	24.239627	24.172238	24.369907	23.664452	24.481795	25.053823	21.692214	20.955828	22.419371	24.357879	24.366387	26.376200	23.103287	25.672284	23.160676	23.490862	24.254988	21.464732	23.881981
513.000000	29.226503	23.262168	24.815664	23.865921	24.202284	24.755828	24.902028	22.317599	21.861049	21.637110	24.677156	25.788065	26.667995	22.797413	25.361422	23.904312	23.314732	24.902075	22.279161	24.697832
