Wavelength	Smoothed_1	Smoothed_2	Smoothed_3	Smoothed_4	Smoothed_5	Smoothed_6	Smoothed_7	Smoothed_8	Smoothed_9	Smoothed_10	Smoothed_11	Smoothed_12	Smoothed_13	Smoothed_14	Smoothed_15	Smoothed_16	Smoothed_17	Smoothed_18	Smoothed_19	Smoothed_20
500.000000	8.520168	6.364692	8.564965	5.597678	7.458636	8.980448	9.311091	1.938615	6.146483	5.066217	5.910049	4.334133	8.535972	4.384860	6.531846	5.094154	7.121727	5.944343	5.677203	5.015406
501.000000	7.541993	4.967490	7.794133	5.432531	9.185007	6.564895	9.025273	2.224273	7.911007	4.817762	6.930944	4.798336	7.248923	5.214769	7.263042	5.740021	7.125776	8.490224	6.174552	5.941671
502.000000	6.746207	4.431804	7.646044	5.463056	9.892634	5.332228	8.760697	3.154641	8.863042	5.005748	7.852543	5.676667	6.776618	5.879189	7.693030	6.389161	7.209590	9.530324	6.575993	6.560646
503.000000	6.126422	4.579428	7.903876	5.647885	9.789282	5.024515	8.517682	4.525601	9.169404	5.494817	8.646886	6.783139	6.924457	6.376838	7.883815	6.977966	7.339126	9.461203	6.896075	6.885192
504.000000	5.676247	5.232152	8.350807	5.945650	9.082716	5.383823	8.296545	6.133035	8.996911	6.149611	9.286012	7.931765	7.497841	6.706436	7.897399	7.442830	7.480343	8.679420	7.149347	6.928175
505.000000	5.389294	6.211767	8.770012	6.314986	7.980699	6.152219	8.097606	7.772823	8.512380	6.834772	9.741960	8.936557	8.302172	6.866702	7.795786	7.720145	7.599198	7.581534	7.350361	6.702457
506.000000	4.715951	7.266790	8.083378	7.218895	6.727070	6.396590	8.192576	9.126273	7.970198	7.064828	9.679510	9.334576	8.761119	6.970205	8.258706	7.031119	7.075119	6.883548	7.505928	6.058674
507.000000	5.307928	8.315051	7.568720	7.093415	5.566357	7.914949	8.142660	9.710247	7.300620	6.901308	9.852746	8.693993	9.637364	6.322093	7.558767	6.982457	7.638464	7.370907	7.597093	4.956641
508.000000	5.895559	9.005713	7.598886	7.164531	4.889179	8.061002	7.462054	9.842149	7.252240	7.249942	9.456098	8.429105	9.677459	6.086487	7.095704	6.665098	7.936531	8.053375	8.107336	3.775455
509.000000	6.498552	9.374739	6.752587	6.815776	3.156268	7.936133	6.595247	10.510676	7.069688	7.858953	9.467100	7.775499	9.506492	5.817212	6.522804	6.838207	7.908725	7.953186	8.969051	3.917149
510.000000	6.926690	9.889662	6.527772	6.620830	3.362797	8.324347	7.028578	10.536548	7.676869	8.054951	8.922466	7.641718	9.246063	5.397685	6.637963	7.400093	8.735319	7.800834	8.025855	4.537671
